2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,24,2456,0.305,-42.451,1751.303,3.253,0.000,1,1,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,0.788,45.441,1664.080,78.148,0.000,14,14,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,2.925,45.373,1663.505,74.703,0.000,51,51,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,5.064,1216.213,3.921,4.282,0.000,62,62,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,6.639,45.379,1664.976,34.851,0.000,67,67,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,24,2456,8.099,1070.566,1.270,1.948,0.000,77,77,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,8.885,1529.298,0.698,0.977,0.000,79,79,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,9.823,706.145,0.895,1.140,0.000,81,81,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,11.827,1503.143,0.942,1.137,0.000,83,83,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,15,2456,12.708,1498.428,0.698,0.814,0.000,85,85,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,13.135,743.722,1.074,1.790,0.000,88,88,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,15.241,1412.973,0.525,0.976,0.000,89,89,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,17.611,606.462,5.404,11.826,0.000,96,96,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,19.885,599.727,3.247,4.496,0.000,100,100,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,36.753,1299.876,17.958,2.911,0.000,106,106,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,15,2456,36.749,1456.364,1.105,0.491,0.000,107,107,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,28,2456,36.746,1496.605,21.029,1.268,0.000,108,108,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,41.491,1327.788,1.080,1.462,0.000,112,112,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,43.433,1054.905,1.270,1.298,0.000,114,114,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,46.766,1531.207,0.624,1.139,0.000,118,118,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,58.324,1159.681,1.982,3.580,0.000,122,122,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,59.050,223.659,1.945,2.607,0.000,124,124,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,70.501,1349.016,3.445,9.685,0.000,127,127,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,71.719,1620.891,0.696,0.977,0.000,129,129,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,73.219,88.138,850.502,65.008,0.000,131,131,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,73.284,1045.366,663.862,8.238,0.000,152,152,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,79.109,345.738,0.529,0.813,0.000,154,154,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,84.331,1495.112,1.919,2.600,0.000,158,158,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,100.889,1563.652,1.405,1.792,0.000,162,162,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,107.316,1345.595,1.260,1.466,0.000,165,165,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,116.793,1300.230,1.260,1.787,0.000,168,168,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,128.373,296.240,574.838,34.128,0.000,172,172,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,128.366,210.395,15.138,3.229,0.000,173,173,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,128.407,1590.120,119.522,5.075,0.000,180,180,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,128.410,970.086,564.796,6.220,0.000,189,189,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,142.842,966.048,2.103,2.768,0.000,198,198,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,26,2456,143.779,1354.204,5.672,0.650,0.000,200,200,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,29,2456,149.274,634.059,3.221,5.084,0.000,202,202,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,15,2456,151.127,430.125,0.712,0.977,0.000,205,205,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,159.607,474.998,1.075,1.303,0.000,207,207,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,29,2456,159.896,586.809,3.617,7.490,0.000,209,209,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,160.712,455.936,1.068,1.300,0.000,213,213,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,167.779,395.379,1.238,1.629,0.000,215,215,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,175.885,664.924,1.090,1.140,0.000,217,217,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,177.040,509.033,0.717,1.303,0.000,219,219,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,181.074,167.775,1.121,1.788,0.000,223,223,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,182.417,362.486,0.707,0.815,0.000,225,225,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,190.735,1243.491,3.887,8.840,0.000,227,227,0'
2456,'01 389902_74204',0,'TERMINE',1204.962,0.000,'1500EV6BMS',0,13,2456,196.451,603.833,2.534,4.781,0.000,231,231,0'
