2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,13,2458,0.725,45.367,1664.989,110.137,0.000,1,1,0',3,8
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,13,2458,2.827,45.376,1664.176,71.310,0.000,65,65,0',2,7
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,13,2458,6.568,45.367,1664.180,12.643,0.000,70,70,0',2,7
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,13,2458,7.236,1504.667,4.535,1.787,0.000,91,91,0',2,7
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,26,2458,27.265,45.566,713.270,37.642,0.000,93,93,0',2,7
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,26,2458,27.301,995.001,4.895,0.823,0.000,94,94,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,28,2458,27.300,908.375,2.676,0.484,0.000,95,95,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,15,2458,27.300,842.801,1.112,0.490,0.000,97,97,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,28,2458,27.298,704.017,2.432,0.485,0.000,99,99,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,26,2458,27.292,1132.681,347.233,11.227,0.000,110,110,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,26,2458,47.325,1214.969,3.545,4.696,0.000,122,122,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,15,2458,65.367,48.341,1.762,0.483,0.000,127,127,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,15,2458,133.656,206.505,1.112,0.650,0.000,132,132,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,15,2458,135.329,1430.101,0.700,0.975,0.000,134,134,0',1,4
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,26,2458,138.730,161.939,5.305,1.138,0.000,136,136,0',2,7
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,15,2458,192.889,144.785,1.592,1.134,0.000,148,148,0',1,4
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,26,2458,219.656,1212.586,11.395,4.362,0.000,150,150,0',2,6
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,28,2458,231.958,203.951,8.417,0.954,0.000,154,154,0',1,4
2458,'01 389900_74204',0,'TERMINE',1191.363,0.000,'1500EV6BMS',0,28,2458,231.953,128.224,1.922,0.970,0.000,155,155,0',2,6
