2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,13,2551,0.714,45.270,1669.265,77.771,0.000,1,1,0,13
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,13,2551,2.881,45.267,1669.721,72.382,0.000,58,58,0,13
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,4.459,1116.514,0.533,1.462,0.000,66,66,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,13,2551,6.610,45.238,1669.064,13.371,0.000,76,76,0,13
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,29,2551,80.862,153.981,0.707,4.711,0.000,83,83,0,29
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,100.678,1121.675,9.131,0.669,0.000,89,89,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,13,2551,101.120,91.894,5.110,15.279,0.000,100,100,0,29
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,13,2551,101.415,195.455,3.268,115.836,0.000,101,101,0,13
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,108.376,202.968,2.122,0.808,0.000,111,111,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,28,2551,108.432,1609.064,1.409,0.654,0.000,112,112,0,28
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,27,2551,125.296,948.492,0.787,2.762,0.000,116,116,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,158.845,1703.891,0.700,0.489,0.000,119,119,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,165.353,1634.424,0.945,0.812,0.000,121,121,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,27,2551,178.073,1157.268,0.815,2.599,0.000,123,123,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,190.774,966.162,4.579,0.807,0.000,124,124,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,269.494,697.829,0.895,0.490,0.000,130,130,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,269.494,647.893,2.725,0.494,0.000,131,131,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,269.490,416.115,5.340,0.652,0.000,132,132,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,275.746,1654.021,0.630,0.652,0.000,140,140,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,289.654,1111.175,1.121,1.136,0.000,142,142,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,311.560,1645.972,0.945,0.978,0.000,145,145,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,321.637,1703.195,1.102,0.653,0.000,147,147,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,334.066,1628.298,0.630,0.814,0.000,149,149,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,338.238,1475.980,3.838,0.812,0.000,151,151,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,349.694,1685.871,0.787,0.652,0.000,154,154,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,373.818,1374.073,1.063,1.137,0.000,160,160,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,27,2551,389.543,1530.458,0.780,1.302,0.000,162,162,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,392.586,1422.335,0.947,0.653,0.000,164,164,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,440.140,76.000,11.807,1.749,0.000,169,169,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,28,2551,449.412,1398.831,1.579,0.330,0.000,172,172,0,28
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,28,2551,449.412,1432.778,1.421,0.329,0.000,173,173,0,28
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,27,2551,476.975,1126.886,0.652,1.624,0.000,175,175,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,480.767,890.322,1.417,0.815,0.000,176,176,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,510.472,54.299,1.282,0.650,0.000,181,181,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,553.484,479.411,3.941,0.805,0.000,184,184,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,606.984,1499.691,3.611,1.148,0.000,190,190,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,27,2551,608.992,310.117,0.956,1.623,0.000,192,192,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,27,2551,611.688,981.383,0.474,1.462,0.000,193,193,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,29,2551,642.665,1430.202,2.576,15.113,0.000,196,196,0,13
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,29,2551,656.460,1400.107,1.050,2.277,0.000,199,199,0,29
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,24,2551,667.192,1551.489,1.093,1.303,0.000,202,202,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,24,2551,691.950,594.258,0.734,1.456,0.000,203,203,0,27
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,28,2551,733.949,319.797,2.070,0.807,0.000,206,206,0,28
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,733.949,304.107,3.026,0.480,0.000,207,207,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,733.947,241.606,1.112,0.489,0.000,208,208,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,733.945,206.505,4.764,0.652,0.000,209,209,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,733.916,355.786,11.434,1.520,0.000,210,210,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,783.109,503.955,1.472,1.621,0.000,216,216,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,790.896,229.591,7.446,1.996,0.000,219,219,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,28,2551,790.895,198.465,8.417,0.642,0.000,220,220,0,28
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,790.903,529.966,9.345,1.337,0.000,221,221,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,28,2551,790.901,424.440,2.731,0.643,0.000,222,222,0,28
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,827.366,543.152,8.877,3.151,0.000,227,227,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,847.823,242.405,9.523,1.663,0.000,232,232,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,13,2551,879.444,378.048,3.995,1.957,0.000,235,235,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,929.920,665.546,1.486,1.136,0.000,240,240,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,947.579,1306.131,2.160,0.487,0.000,247,247,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,15,2551,955.225,659.891,1.635,0.491,0.000,250,250,0,15
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,955.442,1330.439,2.160,0.655,0.000,253,253,0,26
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,28,2551,957.772,1027.902,1.588,0.323,0.000,254,254,0,28
2551,'02 439700_75087',0,'TERMINE',1165.488,0.000,'1500EV6BMS',0,26,2551,959.229,1048.008,2.064,0.653,0.000,255,255,0,26
